,True_value,Prediction_value,method
0,0.992785,0.9257200956344604,XGB
1,0.810932,0.9115688800811768,XGB
2,0.9851270000000001,0.9642983675003052,XGB
3,0.200544,0.2509657144546509,XGB
4,0.074312,0.07336448132991791,XGB
5,0.38299099999999997,0.4898262619972229,XGB
6,1.0,0.9444156885147095,XGB
7,1.0,0.9907569289207458,XGB
8,0.952414,0.7947032451629639,XGB
9,0.97493,0.9879612326622009,XGB
10,0.636309,0.6497259736061096,XGB
11,0.985196,0.944801926612854,XGB
12,0.224345,0.21986021101474762,XGB
13,1.0,0.9829264879226685,XGB
14,0.963305,0.9509416222572327,XGB
15,0.050954,0.08172217011451721,XGB
16,0.48117200000000004,0.317574679851532,XGB
17,0.0,0.013974488712847233,XGB
18,0.053767999999999996,0.05600947514176369,XGB
19,0.8930450000000001,0.6621711254119873,XGB
20,0.03474,0.0666697770357132,XGB
21,0.36576,0.36049413681030273,XGB
22,0.56902,0.6150625944137573,XGB
23,0.889914,0.8887282013893127,XGB
24,0.680283,0.7704371809959412,XGB
25,0.9964940000000001,0.9914835095405579,XGB
26,0.935524,0.9177557826042175,XGB
27,0.797093,0.8599371910095215,XGB
28,0.28033800000000003,0.3259608745574951,XGB
29,0.027285000000000004,0.3572513163089752,XGB
30,0.9663719999999999,0.8801817893981934,XGB
31,0.066362,0.08999063074588776,XGB
32,0.538509,0.560103178024292,XGB
33,0.760949,0.7634268999099731,XGB
34,0.9962850000000001,0.9816704988479614,XGB
35,1.0,0.9872276782989502,XGB
36,0.006756999999999999,0.038883842527866364,XGB
37,0.956109,0.7357510924339294,XGB
38,0.986023,0.9920073747634888,XGB
39,0.8328540000000001,0.856102466583252,XGB
40,0.740294,0.7694934010505676,XGB
41,0.386465,0.24701547622680664,XGB
42,1.0,0.9935895204544067,XGB
43,1.0,0.9917353391647339,XGB
44,0.26704,0.3413027226924896,XGB
45,0.824608,0.9445958137512207,XGB
46,1.0,0.9936421513557434,XGB
47,0.010845,0.07380584627389908,XGB
48,0.96586,0.9753822088241577,XGB
49,0.561013,0.6821505427360535,XGB
50,0.827469,0.7634792923927307,XGB
51,1.0,0.9920803904533386,XGB
52,0.759107,0.8558619618415833,XGB
53,0.739799,0.8633242845535278,XGB
54,1.0,0.9791927337646484,XGB
55,1.0,0.9879108667373657,XGB
56,0.922631,0.9135030508041382,XGB
57,0.8235899999999999,0.9120557308197021,XGB
58,0.9864950000000001,0.9935355186462402,XGB
59,0.31909699999999996,0.34917888045310974,XGB
60,0.538948,0.4974566698074341,XGB
61,0.017949,0.07699430733919144,XGB
62,0.298464,0.26233038306236267,XGB
63,0.76032,0.7910957336425781,XGB
64,0.0,0.023546868935227394,XGB
65,0.855399,0.9161261320114136,XGB
66,0.529524,0.4420213997364044,XGB
67,1.0,0.9905990958213806,XGB
68,0.8270290000000001,0.8587985038757324,XGB
69,0.767784,0.6710277795791626,XGB
70,0.05487,0.0322752520442009,XGB
71,0.9291,0.9730481505393982,XGB
72,0.331585,0.30117514729499817,XGB
73,1.0,0.9900614023208618,XGB
74,0.236913,0.24233891069889069,XGB
75,0.932701,0.8195047378540039,XGB
76,0.054015,0.09297242015600204,XGB
77,0.485295,0.4979122281074524,XGB
78,0.8922200000000001,0.9569182991981506,XGB
79,0.05583200000000001,0.07389874011278152,XGB
80,0.337832,0.3228704631328583,XGB
81,0.9906969999999999,0.9883192777633667,XGB
82,0.9965370000000001,0.9845811724662781,XGB
83,1.0,0.974189817905426,XGB
84,0.490324,0.7684253454208374,XGB
85,1.0,0.9656813144683838,XGB
86,0.635097,0.690946102142334,XGB
87,0.9199379999999999,0.9587197303771973,XGB
88,0.9167270000000001,0.9094592928886414,XGB
89,0.8553959999999999,0.3572726249694824,XGB
90,0.213371,0.14690233767032623,XGB
91,0.349249,0.6521867513656616,XGB
92,1.0,0.9910238981246948,XGB
93,0.7435149999999999,0.7485346794128418,XGB
94,1.0,0.9912001490592957,XGB
95,0.729826,0.6952463984489441,XGB
96,0.020909,0.06606661528348923,XGB
97,0.248786,0.352248877286911,XGB
98,0.692721,0.6446962356567383,XGB
99,0.984567,0.9895420074462891,XGB
100,0.9770280000000001,0.8629466891288757,XGB
101,0.589916,0.6929751038551331,XGB
102,0.604093,0.5576731562614441,XGB
103,0.789434,0.8720089197158813,XGB
104,0.87597,0.9149789214134216,XGB
105,0.975542,0.9345591068267822,XGB
106,0.865658,0.8909677267074585,XGB
107,0.8824299999999999,0.8552380204200745,XGB
108,0.654162,0.679463803768158,XGB
109,0.993238,0.984209418296814,XGB
110,0.3839,0.6454271078109741,XGB
111,0.296302,0.3088860511779785,XGB
112,0.989973,0.9786995649337769,XGB
113,0.9210940000000001,0.926501452922821,XGB
114,0.150134,0.20008288323879242,XGB
115,0.959759,0.9374744892120361,XGB
116,0.892921,0.9205939769744873,XGB
117,0.6872590000000001,0.6868389844894409,XGB
118,0.256801,0.3240106403827667,XGB
119,0.979035,0.9794925451278687,XGB
120,0.08285,0.04405738040804863,XGB
121,0.9465680000000001,0.9698721766471863,XGB
122,0.483124,0.2950300872325897,XGB
123,0.23319,0.35088905692100525,XGB
124,1.0,0.9778035283088684,XGB
125,0.736496,0.6478167176246643,XGB
126,0.9854120000000001,0.8866741061210632,XGB
127,0.967892,0.8563724160194397,XGB
128,0.7271489999999999,0.8039506077766418,XGB
129,0.455446,0.4435548186302185,XGB
130,0.997043,0.992148756980896,XGB
131,0.932474,0.9671614170074463,XGB
132,0.780539,0.7656401991844177,XGB
133,0.29941599999999996,0.18714161217212677,XGB
134,1.0,0.9915879368782043,XGB
135,0.9772879999999999,0.9659048318862915,XGB
136,0.274227,0.3857015073299408,XGB
137,0.94831,0.9427295327186584,XGB
138,0.78415,0.76430344581604,XGB
139,0.787517,0.8879435658454895,XGB
140,0.39269,0.4991987645626068,XGB
141,0.24788600000000002,0.3509874939918518,XGB
142,0.13276400000000002,0.17230217158794403,XGB
143,0.6383850000000001,0.6131648421287537,XGB
144,0.09729700000000001,0.09379835426807404,XGB
145,0.986291,0.9747432470321655,XGB
146,0.6290600000000001,0.49902182817459106,XGB
147,0.992836,0.9598901867866516,XGB
148,0.660453,0.81672602891922,XGB
149,0.528728,0.48241615295410156,XGB
150,0.8939450000000001,0.9222366213798523,XGB
151,1.0,0.9727864265441895,XGB
152,0.701186,0.7769359946250916,XGB
153,0.9961270000000001,0.9759048819541931,XGB
154,0.987467,0.9713385701179504,XGB
155,0.530098,0.6079365015029907,XGB
156,1.0,0.9343241453170776,XGB
157,0.769881,0.7884394526481628,XGB
158,0.246275,0.31802868843078613,XGB
159,0.492104,0.49173253774642944,XGB
160,0.45368800000000004,0.28063327074050903,XGB
161,0.265736,0.06027562543749809,XGB
162,0.448971,0.6746562123298645,XGB
163,0.650062,0.5947515368461609,XGB
164,0.11851600000000001,0.2363172471523285,XGB
165,1.0,0.986788809299469,XGB
166,0.903703,0.9239771962165833,XGB
167,0.8464870000000001,0.8775908350944519,XGB
168,0.828291,0.5017816424369812,XGB
169,0.091351,0.06960462033748627,XGB
170,1.003309,0.9729869365692139,XGB
171,1.0,0.9915729761123657,XGB
172,0.058112,0.08622422069311142,XGB
173,0.692786,0.518744945526123,XGB
174,0.029731999999999998,0.02728094905614853,XGB
175,0.9366620000000001,0.9432867765426636,XGB
176,0.500313,0.4325459599494934,XGB
177,0.954889,0.8705568313598633,XGB
178,0.976275,0.9495603442192078,XGB
179,0.9964049999999999,0.8820540904998779,XGB
180,0.606363,0.6140006184577942,XGB
181,0.9879190000000001,0.9442813992500305,XGB
182,0.943425,0.9765216708183289,XGB
183,0.8779520000000001,0.9387106895446777,XGB
184,0.7815949999999999,0.7873680591583252,XGB
185,0.01961,0.05359923094511032,XGB
186,0.8108390000000001,0.7951561808586121,XGB
187,0.023408,0.05220161750912666,XGB
188,0.989823,0.9520968198776245,XGB
189,0.6153850000000001,0.5853580236434937,XGB
190,0.053767999999999996,0.10006372630596161,XGB
191,0.812617,0.816717803478241,XGB
192,0.948749,0.9584854245185852,XGB
193,0.613408,0.47777852416038513,XGB
194,0.975505,0.9739171862602234,XGB
195,0.49869600000000003,0.530520498752594,XGB
196,0.9323290000000001,0.932589054107666,XGB
197,1.0,0.9837672710418701,XGB
198,0.736115,0.7773309350013733,XGB
199,0.37256100000000003,0.4205797612667084,XGB
200,0.555099,0.6070520877838135,XGB
201,0.9764459999999999,0.9690649509429932,XGB
202,0.415426,0.5619196891784668,XGB
203,0.987469,0.9772343635559082,XGB
204,0.466129,0.5403547883033752,XGB
205,0.8188880000000001,0.8496019840240479,XGB
206,0.8323799999999999,0.8046462535858154,XGB
207,0.823883,0.9063705205917358,XGB
208,0.368665,0.49960240721702576,XGB
209,0.551888,0.6193097829818726,XGB
210,0.140627,0.14795732498168945,XGB
211,0.374023,0.383402019739151,XGB
212,1.0,0.9799052476882935,XGB
213,0.9651799999999999,0.9735332727432251,XGB
214,0.742661,0.7853277325630188,XGB
215,1.0,0.9812208414077759,XGB
216,0.857748,0.8857243657112122,XGB
217,0.939636,0.9442005157470703,XGB
218,0.533172,0.5598518252372742,XGB
219,0.757783,0.721832811832428,XGB
220,0.103777,0.2138310670852661,XGB
221,0.060319000000000005,0.14975589513778687,XGB
222,0.573513,0.4176487922668457,XGB
223,0.565096,0.6402194499969482,XGB
224,0.515462,0.515708327293396,XGB
225,0.166441,0.11516227573156357,XGB
226,0.9830620000000001,0.902904748916626,XGB
227,0.967759,0.9865777492523193,XGB
228,0.870396,0.8384583592414856,XGB
229,0.013036,0.013583478517830372,XGB
230,0.8448690000000001,0.9061557054519653,XGB
231,0.980117,0.9674263596534729,XGB
232,0.9475370000000001,0.9769424200057983,XGB
233,0.765251,0.8407155871391296,XGB
234,0.9759180000000001,0.9546095132827759,XGB
235,0.0,0.013449478894472122,XGB
236,0.46269799999999994,0.393851101398468,XGB
237,0.993886,0.9755795001983643,XGB
238,0.658275,0.700770378112793,XGB
239,1.0,0.9686574935913086,XGB
240,0.038801999999999996,0.044347651302814484,XGB
241,0.993459,0.9791991114616394,XGB
242,0.9039799999999999,0.8884531259536743,XGB
243,0.6721739999999999,0.5641594529151917,XGB
244,0.305643,0.350412517786026,XGB
245,0.987718,0.9725627899169922,XGB
246,0.474155,0.48611727356910706,XGB
247,0.9674020000000001,0.9747432470321655,XGB
248,0.9953270000000001,0.9835680723190308,XGB
249,0.472992,0.4056975841522217,XGB
250,0.095335,0.11189017444849014,XGB
251,0.9953700000000001,0.976936399936676,XGB
252,1.0,0.987772524356842,XGB
253,0.500324,0.5759766697883606,XGB
254,0.607684,0.6898664832115173,XGB
255,0.986567,0.9723767638206482,XGB
256,0.271049,0.23534587025642395,XGB
257,0.72404,0.8398556113243103,XGB
258,0.66394,0.6139253377914429,XGB
259,0.5976,0.5766621828079224,XGB
260,0.191415,0.2152610719203949,XGB
261,0.903644,0.8892765641212463,XGB
262,0.824857,0.7935053110122681,XGB
263,1.0,0.9901279807090759,XGB
264,0.13931500000000002,0.058090467005968094,XGB
265,0.130119,0.1542510986328125,XGB
266,0.376185,0.5089596509933472,XGB
267,0.982218,0.9323166012763977,XGB
268,0.646323,0.7324398756027222,XGB
269,0.976525,0.9780610799789429,XGB
270,0.985974,0.9132382273674011,XGB
271,0.901961,0.9047924876213074,XGB
272,0.052792,0.07510197907686234,XGB
273,0.458345,0.40215617418289185,XGB
274,0.049246,0.0694180279970169,XGB
275,0.785788,0.8847692012786865,XGB
276,0.7060649999999999,0.6585381627082825,XGB
277,0.26568200000000003,0.40837010741233826,XGB
278,0.629618,0.764803946018219,XGB
279,0.034113,0.08642539381980896,XGB
280,0.623645,0.6574642062187195,XGB
281,0.763297,0.6328412294387817,XGB
282,0.217074,0.1874760538339615,XGB
283,0.20799600000000001,0.26317429542541504,XGB
284,0.81828,0.7258153557777405,XGB
285,0.774455,0.7764540910720825,XGB
286,0.165043,0.07056630402803421,XGB
287,0.9759610000000001,0.8837205767631531,XGB
288,0.46387700000000004,0.8554733991622925,XGB
289,0.9558059999999999,0.9110121130943298,XGB
290,0.226875,0.21491965651512146,XGB
291,0.989059,0.9882575869560242,XGB
292,0.493126,0.8008273243904114,XGB
293,0.07068200000000001,0.16237838566303253,XGB
294,1.0,0.9909024834632874,XGB
295,0.093911,0.07382195442914963,XGB
296,0.0718,0.056540247052907944,XGB
297,0.35416,0.3158027231693268,XGB
298,0.747314,0.9316477179527283,XGB
299,0.835443,0.9014177322387695,XGB
300,0.5257850000000001,0.5385790467262268,XGB
301,0.843799,0.8837934732437134,XGB
302,0.197871,0.27888408303260803,XGB
303,0.029852999999999998,0.04563853517174721,XGB
304,0.9762069999999999,0.9558899402618408,XGB
305,0.596342,0.569715678691864,XGB
306,0.903905,0.898047924041748,XGB
307,1.0,0.9945992231369019,XGB
308,0.276848,0.17771941423416138,XGB
309,0.960935,0.9518744945526123,XGB
310,0.751572,0.8704506754875183,XGB
311,0.8800370000000001,0.8050258755683899,XGB
312,0.595853,0.6644612550735474,XGB
313,0.928149,0.8610559701919556,XGB
314,0.969716,0.9659640789031982,XGB
315,0.048947000000000004,0.06272540241479874,XGB
316,0.078356,0.10677144676446915,XGB
317,0.085392,0.11045879125595093,XGB
318,1.0,0.9899544715881348,XGB
319,0.330359,0.22467991709709167,XGB
320,0.899452,0.8842774033546448,XGB
321,0.134676,0.2533529996871948,XGB
